Order_ID,Product_ID,Product_Name,Category,Supplier_Name,Warehouse_Location,Order_Date,Shipment_Date,Delivery_Date,Shipping_Mode,Customer_Region,Order_Quantity,Unit_Cost,Unit_Price,Total_Cost,Shipping_Cost,Inventory_Level,Lead_Time_Days,Order_Status,Delivery_Status
10155,P317,Office Chair,Automotive ,NextGen Supplies,Germany Warehouse,11-21-2024,28-11-2024,12-12-2024,Truck,South America,19,70.78,90.65,1344.82,1316.54,323,10,Returned,Late
10190,P234,Headphones,Apparel,NextGen Supplies,USA warehouse,02-06-2023,05-06-2023,20-06-2023,Air,Asia,44,455.94,666.04,20061.36,910.81,577,12,Delayed,Late
10385,P993,Chocolate,Furniture,Prime Wholesale,Germany Warehouse,12-10-2024,14-10-2024,28-10-2024,Sea,South America,101,139,242.8,14039,340.76,258,7,Returned,Late
10374,P999,Sofa,Food,Prime Wholesale,Brazil Hub,01-08-2024,07-08-2024,22-08-2024,Sea, north america,162,458.43,$849.75,74265.66,609.7,618,5,Shipped,Late
10063,P775,Frozen Pizza,Automotive ,Delta Exporters,USA warehouse,26-02-2024,01-03-2024,10-03-2024,Express,Europe,145,115.67,195.69,16772.15,1065.54,534,15,Shipped,Late
10357,P140,Dining Table,Food,Prime Wholesale,USA warehouse,11-29-2023,,,Truck,Asia,380,255.18,313.37 USD,96968.4,482.44,190,18,Returned,Late
10078,P828,Sofa,Furniture,Global Tech Ltd,USA warehouse,04-23-2023,28-04-2023,06-05-2023,Sea,North America,36,10.14,$18.63,365.04,353.12,725,13,Returned,On-Time
10483,P837,Sneakers,apparel,NextGen Supplies,Germany Warehouse,01-30-2023,04-02-2023,06-02-2023,Air, north america,71,302.15,561.43 USD,21452.65,1000.85,343,11,Cancelled,Late
10323,P780,Engine Oil,Automotive ,Alpha Traders,USA warehouse,08-12-2023,15-12-2023,28-12-2023,Sea,Europe,234,222.33,252.45 USD,52025.22,1818.68,340,2,Shipped,On-Time
10325,P332,Headphones,electronics,Vertex Distributors,USA warehouse,07-10-2024,17-07-2024,23-07-2024,Truck, north america,295,49.93,90.54,14729.35,60.41,288,-1,Shipped,Late
10037,P468,Frozen Pizza,Furniture,Delta Exporters,USA Warehouse,18-07-2024,22-07-2024,02-08-2024,Truck,EUROPE,238,403.88,$588.04,96123.44,986.76,169,12,Cancelled,Late
10084,P185,Dining Table,Food,Delta Exporters,Brazil Hub,17-04-2024,21-04-2024,03-05-2024,Air,Europe,361,61.89,76.3,22342.29,1656.91,706,1,Shipped,Late
10223,P851,Brake Pads,Automotive,Delta Exporters,USA Warehouse,29-01-2024,04-02-2024,07-02-2024,Express,Europe,190,197.23,$300.5,37473.7,342.86,19,8,Returned,On-Time
10148,P439,Sneakers,Furniture,Delta Exporters,China Hub,09-10-2023,12-10-2023,20-10-2023,Sea,North America,361,61.69,92.44,22270.09,975.34,608,-1,Shipped,Late
10002,P675,Jacket,Automotive,Vertex Distributors,Germany Warehouse,10-06-2024,,,Express,South America,178,440.24,$729.6,78362.72,1008.24,300,16,Delayed,On-Time
10127,P740,Office Chair,Automotive,Vertex Distributors,China Hub,03-03-2024,07-03-2024,12-03-2024,Sea,Europe,251,35.23,70.19,8842.73,1688.41,82,10,Delayed,On-Time
10432,P239,Dining Table,Electronics,Delta Exporters,India DC,10-11-2024,18-10-2024,28-10-2024,Sea,South America,23,398.68,489.6,9169.64,992.26,88,17,Cancelled,On-Time
10265,P444,Office Chair,Electronics,Vertex Distributors,Germany Warehouse,11-03-2023,18-03-2023,02-04-2023,Air, north america,290,213.44,249.91,61897.6,1669.79,486,-2,Delayed,On-Time
10495,P153,T-shirt,Electronics,Delta Exporters,China Hub,09-14-2024,16-09-2024,19-09-2024,Air, north america,462,360.6,592.75,166597.2,901.04,-48,2,Cancelled,Late
10451,P149,Frozen Pizza,apparel,Orion Manufacturing,India DC,20-10-2024,23-10-2024,07-11-2024,Express, north america,101,39.53,65.27,3992.53,116.98,350,14,Returned,On-Time
10351,P121,Frozen Pizza,Automotive,Orion Manufacturing,India DC,05-31-2023,04-06-2023,15-06-2023,Air, north america,242,439.51,$843.1,106361.42,1229.3,772,15,Returned,Late
10484,P990,LED TV,Automotive ,Vertex Distributors, China Hub,11-02-2023,17-02-2023,25-02-2023,Express,EUROPE,136,97.4,185.54 USD,13246.4,147.93,461,14,Returned,Late
10197,P547,Engine Oil,Food,Global Tech Ltd, China Hub,13-05-2024,14-05-2024,21-05-2024,Sea,Asia,257,22.45,31.4 USD,5769.65,1323.81,259,3,Returned,On-Time
10295,P235,Chocolate,Automotive ,NextGen Supplies, China Hub,10-04-2024,,,Express,North America,279,63.29,$77.4,17657.91,1478.34,437,0,Shipped,Late
10305,P108,Sofa,Food,Orion Manufacturing,USA Warehouse,05-17-2024,21-05-2024,23-05-2024,Truck, north america,252,123.1,237.78,31021.2,101.17,459,-3,Cancelled,On-Time
10070,P719,Smartphone,Food,NextGen Supplies,USA Warehouse,18-02-2024,25-02-2024,07-03-2024,Express,EUROPE,453,162.08,261.35,73422.24,897.17,386,2,Returned,Late
10025,P374,Jacket,Automotive,Global Tech Ltd,India DC,12-03-2023,13-03-2023,16-03-2023,Sea,North America,372,57.36,95.43,21337.92,53.52,544,15,Delayed,Late
10091,P117,Dining Table,Electronics ,Delta Exporters,USA Warehouse,09-03-2024,15-03-2024,24-03-2024,Sea,North America,20,205.64,383.97,4112.8,1503.79,96,18,Cancelled,Late
10034,P813,T-shirt,Apparel,Global Tech Ltd,USA warehouse,30-12-2023,31-12-2023,03-01-2024,Express,North America,333,337.97,551.02,112544.01,110.54,921,12,Shipped,On-Time
10290,P697,Brake Pads,Apparel,Alpha Traders,USA Warehouse,08-08-2024,09-08-2024,21-08-2024,Air, north america,135,300.96,485.86,40629.6,349.11,700,11,Delayed,On-Time
10354,P211,Laptop,apparel,Vertex Distributors, China Hub,01-12-2023,16-01-2023,20-01-2023,Express,South America,157,32.14,$62.7,5045.98,17774.9,719,4,Returned,Late
10184,P941,Jeans,Automotive ,Alpha Traders,India DC,02-10-2024,09-10-2024,16-10-2024,Sea,North America,61,134.6,$242.92,8210.6,1900.6,712,1,Cancelled,On-Time
10042,P433,Jeans,electronics,Orion Manufacturing,China Hub,09-06-2023,12-09-2023,23-09-2023,Air,North America,445,450.61,$799.48,200521.45,1301.87,150,6,Returned,Late
10294,P356,Headphones,Furniture,Vertex Distributors,India DC,09-02-2024,11-02-2024,18-02-2024,Sea,North America,22,118.33,218.13,2603.26,466.36,382,3,Shipped,Late
10252,P656,Engine Oil,Furniture,NextGen Supplies,Germany Warehouse,11-22-2023,,,Truck, north america,468,83.59,$102.15,39120.12,85.23,563,10,Returned,On-Time
10479,P193,Tablet,Electronics,Delta Exporters, China Hub,06-01-2023,13-01-2023,27-01-2023,Truck,Europe,236,468.99,732.72,110681.64,590.56,478,9,Returned,Late
10349,P343,Engine Oil,Automotive ,Orion Manufacturing,India DC,10-03-2023,04-10-2023,16-10-2023,Express,EUROPE,296,462.55,570.7,136914.8,281.15,46,19,Shipped,On-Time
10348,P417,Tablet,apparel,NextGen Supplies,India DC,15-02-2023,16-02-2023,18-02-2023,Express, north america,119,499.86,735.71,59483.34,19567.5,915,13,Returned,On-Time
10424,P783,Laptop,apparel,Prime Wholesale, China Hub,26-03-2023,02-04-2023,08-04-2023,Express,North America,37,453.1,682.42,16764.7,1377.79,665,2,Cancelled,On-Time
10213,P963,Headphones,Automotive,Global Tech Ltd,USA warehouse,19-07-2023,23-07-2023,30-07-2023,Air,EUROPE,208,445.68,$686.12,92701.44,1959.92,541,15,Cancelled,On-Time
10298,P171,Frozen Pizza,Electronics,Vertex Distributors,USA Warehouse,15-04-2023,18-04-2023,22-04-2023,Express,EUROPE,257,285.95,$488.99,73489.15,856.61,16,-3,Shipped,On-Time
10098,P371,Headphones,Automotive ,Delta Exporters,Brazil Hub,20-09-2024,24-09-2024,26-09-2024,Sea,North America,162,274.53,$471.24,44473.86,1511.69,8,6,Shipped,Late
10238,P766,Tablet,Electronics,Delta Exporters, China Hub,16-07-2024,23-07-2024,26-07-2024,Air,Asia,345,301.89,550.46 USD,104152.05,1872.34,378,1,Delayed,Late
10340,P929,Office Chair,Furniture,Global Tech Ltd,USA warehouse,31-01-2023,03-02-2023,18-02-2023,Express, north america,15,372.38,429.27,5585.7,1555.3,485,20,Cancelled,On-Time
10235,P572,Car Battery,apparel,Alpha Traders,USA Warehouse,04-10-2023,14-04-2023,29-04-2023,Express,EUROPE,88,140.06,178.81 USD,12325.28,1671.94,537,3,Delayed,Late
10139,P442,Sneakers,Electronics ,Delta Exporters,Brazil Hub,26-04-2023,29-04-2023,01-05-2023,Sea, north america,449,330.53,534.62,148407.97,1848.69,659,5,Cancelled,Late
10049,P953,Engine Oil,Automotive ,Prime Wholesale,China Hub,21-04-2023,23-04-2023,04-05-2023,Truck,EUROPE,305,246.67,369.78,75234.35,1641.79,13,16,Shipped,On-Time
10491,P276,Headphones,Automotive,NextGen Supplies,USA Warehouse,17-09-2024,22-09-2024,24-09-2024,Sea,South America,176,240.46,336.12,42320.96,1321.28,232,19,Shipped,Late
10431,P164,Jeans,Electronics ,Vertex Distributors,China Hub,15-12-2023,22-12-2023,30-12-2023,Air,Europe,297,29.8,36.66,8850.6,57.08,950,9,Cancelled,Late
10458,P382,Brake Pads,Food,Prime Wholesale,Brazil Hub,04-11-2024,,,Truck,EUROPE,119,329.91,628.14 USD,39259.29,761.13,437,3,Cancelled,On-Time
10430,P558,Sofa,Electronics ,Global Tech Ltd,China Hub,10-18-2023,23-10-2023,06-11-2023,Truck,North America,188,488.98,681.64 USD,91928.24,1809.15,798,1,Returned,On-Time
10321,P578,Frozen Pizza,Food,Prime Wholesale, China Hub,21-06-2024,24-06-2024,29-06-2024,Truck,North America,312,449.8,$833.62,140337.6,1492.77,260,-3,Cancelled,Late
10272,P105,Sneakers,Automotive,Alpha Traders,Brazil Hub,12-02-2024,13-02-2024,24-02-2024,Sea,North America,178,155.03,259.21,27595.34,1451.26,427,15,Delayed,Late
10177,P726,Jacket,Apparel,NextGen Supplies, China Hub,07-04-2024,,,Air, north america,215,355.37,646.17,76404.55,171.17,429,2,Delayed,On-Time
10285,P902,Car Battery,Electronics,Vertex Distributors,India DC,06-02-2023,,,Truck, north america,420,242.36,336.49,101791.2,133.75,774,17,Cancelled,Late
10289,P533,Dining Table,Furniture,Global Tech Ltd,Germany Warehouse,13-05-2024,,,Truck,South America,33,70.33,101.69,2320.89,1156.98,804,0,Cancelled,On-Time
10449,P135,Car Battery,electronics,Alpha Traders,USA warehouse,17-10-2024,24-10-2024,31-10-2024,Sea,EUROPE,266,38.52,66.13 USD,10246.32,1561.87,38,18,Cancelled,Late
10460,P223,Car Battery,Automotive ,Alpha Traders, China Hub,01-25-2024,31-01-2024,14-02-2024,Truck, north america,333,76.09,114.51 USD,25337.97,709.25,509,3,Returned,Late
10219,P624,Headphones,Electronics,Global Tech Ltd,China Hub,05-08-2024,12-05-2024,24-05-2024,Truck,Europe,426,266.95,431.22 USD,113720.7,156.94,403,16,Delayed,On-Time
10384,P686,Sneakers,Furniture,Vertex Distributors,USA Warehouse,27-05-2023,03-06-2023,16-06-2023,Air,Europe,190,179.69,337.49,34141.1,1126.39,304,2,Delayed,On-Time
10327,P460,Jeans,Apparel,Alpha Traders,India DC,30-08-2023,06-09-2023,16-09-2023,Truck,EUROPE,266,208.45,261.26,55447.7,290.71,55,16,Delayed,Late
10346,P474,Dining Table,Electronics,Prime Wholesale,USA Warehouse,20-06-2023,27-06-2023,02-07-2023,Truck, north america,230,444.29,$874.81,102186.7,1663.88,604,0,Returned,Late
10456,P406,Sofa,Apparel,Vertex Distributors,Germany Warehouse,20-07-2024,,,Express,Europe,179,63.9,70.71,11438.1,1651.71,751,-2,Delayed,Late
10409,P665,LED TV,Automotive,NextGen Supplies,Brazil Hub,07-12-2024,16-07-2024,22-07-2024,Sea,Asia,82,125.01,$238.71,10250.82,223.72,721,9,Cancelled,Late
10350,P113,Jacket,apparel,Orion Manufacturing, China Hub,07-07-2024,11-07-2024,16-07-2024,Truck,Europe,79,30.03,38.93,2372.37,152.84,-35,-3,Shipped,Late
10331,P747,Jeans,Furniture,NextGen Supplies, China Hub,04-04-2024,08-04-2024,12-04-2024,Air, north america,265,162.91,$274.23,43171.15,1915.22,694,20,Shipped,Late
10014,P341,Car Battery,Food,NextGen Supplies,Germany Warehouse,04-23-2024,27-04-2024,30-04-2024,Express,South America,466,104.45,131.39,48673.7,1329.92,716,-3,Cancelled,On-Time
10237,P618,Headphones,Apparel,Vertex Distributors,USA warehouse,20-07-2023,24-07-2023,07-08-2023,Air,Asia,410,497.22,761.31,203860.2,1633.83,592,13,Delayed,Late
10176,P684,Sofa,Food,Prime Wholesale,USA Warehouse,01-04-2024,,,Air,Europe,319,129.07,197.04 USD,41173.33,1949.25,838,5,Shipped,Late
10020,P892,Jacket,Furniture,Vertex Distributors,Germany Warehouse,06-26-2023,27-06-2023,01-07-2023,Air,EUROPE,133,237.2,357.17 USD,31547.6,1996.63,311,10,Returned,On-Time
10438,P176,Sneakers,Electronics,NextGen Supplies,Brazil Hub,12-06-2023,09-12-2023,14-12-2023,Sea,South America,44,334.1,620.24 USD,14700.4,1134.53,-9,16,Shipped,Late
10193,P945,Smartphone,Furniture,NextGen Supplies,Brazil Hub,10-12-2024,14-10-2024,27-10-2024,Sea,North America,466,182.35,293.95,84975.1,1431.58,623,-2,Shipped,On-Time
10106,P690,Car Battery,apparel,Prime Wholesale,Germany Warehouse,20-12-2023,21-12-2023,26-12-2023,Truck,Asia,340,460.1,$791.45,156434,332.6,764,8,Cancelled,Late
10016,P244,Jeans,Automotive,Global Tech Ltd,Germany Warehouse,06-11-2024,09-11-2024,20-11-2024,Express,EUROPE,114,97.23,156.57,11084.22,599.74,434,5,Shipped,On-Time
10121,P338,Tablet,Electronics,Global Tech Ltd,USA warehouse,07-02-2024,10-02-2024,23-02-2024,Truck,Asia,49,12.71,18.03,622.79,1214.79,153,10,Delayed,On-Time
10195,P581,Chocolate,Electronics ,Global Tech Ltd,USA Warehouse,20-06-2024,27-06-2024,30-06-2024,Air,EUROPE,186,276.07,$456.56,51349.02,1129.64,35,19,Delayed,Late
10464,P987,Brake Pads,Electronics ,Global Tech Ltd,China Hub,07-03-2023,14-03-2023,28-03-2023,Air, north america,296,272.06,$429.04,80529.76,439.98,128,15,Shipped,On-Time
10306,P151,Car Battery,Automotive,Orion Manufacturing,Germany Warehouse,21-04-2023,25-04-2023,01-05-2023,Express, north america,24,440.51,778.55 USD,10572.24,61.03,964,-3,Delayed,On-Time
10474,P112,Office Chair,Automotive ,Orion Manufacturing,USA warehouse,02-17-2024,19-02-2024,01-03-2024,Express,Europe,193,345,563.25,66585,1118.55,976,20,Returned,Late
10168,P684,Smartphone,Food,Delta Exporters,USA Warehouse,10-12-2023,17-12-2023,29-12-2023,Express,EUROPE,165,262.61,502.47 USD,43330.65,893.26,674,1,Cancelled,On-Time
10322,P580,Jeans,Electronics ,Delta Exporters,Germany Warehouse,25-11-2024,01-12-2024,05-12-2024,Truck,Asia,334,194.23,379.2 USD,64872.82,1293.24,716,-2,Cancelled,Late
10239,P515,Laptop,electronics,Orion Manufacturing,Brazil Hub,06-15-2023,17-06-2023,23-06-2023,Truck, north america,468,316.07,470.26,147920.76,207.65,816,9,Returned,Late
10202,P114,Laptop,Automotive ,Alpha Traders,USA warehouse,28-10-2024,29-10-2024,13-11-2024,Air,EUROPE,162,398.72,$750.76,64592.64,6.22,923,2,Shipped,Late
10409,P995,Frozen Pizza,electronics,Prime Wholesale,India DC,22-05-2023,29-05-2023,11-06-2023,Express,South America,106,488.33,591.99,51762.98,738.77,253,4,Shipped,On-Time
10264,P385,Headphones,Automotive ,Vertex Distributors,Germany Warehouse,22-02-2023,26-02-2023,08-03-2023,Sea, north america,418,497.07,718.44 USD,207775.26,1126.53,39,1,Delayed,On-Time
10276,P724,LED TV,electronics,Prime Wholesale, China Hub,15-04-2023,17-04-2023,25-04-2023,Sea,Europe,165,65.13,$78.88,10746.45,1553.04,710,16,Delayed,Late
10158,P394,Tablet,Apparel,Vertex Distributors,China Hub,02-13-2024,17-02-2024,27-02-2024,Express,Asia,213,410.87,527.98 USD,87515.31,1057.51,662,2,Delayed,Late
10477,P733,Jeans,Apparel,NextGen Supplies,USA Warehouse,11-03-2024,,,Express,Europe,234,313.57,$358.41,73375.38,1160.48,587,1,Cancelled,On-Time
10167,P292,Sofa,Electronics ,NextGen Supplies,USA Warehouse,03-10-2024,08-10-2024,23-10-2024,Sea,Asia,199,138.29,190.22 USD,27519.71,364,-44,16,Shipped,Late
10283,P499,Headphones,Apparel,Orion Manufacturing,USA warehouse,02-17-2024,19-02-2024,25-02-2024,Sea,Asia,482,243.83,428.12 USD,117526.06,32.73,584,1,Delayed,On-Time
10414,P343,Sofa,Automotive ,NextGen Supplies,Germany Warehouse,01-04-2023,06-04-2023,16-04-2023,Sea, north america,37,472.83,544.11,17494.71,280.09,844,-3,Returned,Late
10390,P356,Laptop,Furniture,Alpha Traders,India DC,12-09-2024,18-09-2024,23-09-2024,Express, north america,353,466.98,$549.73,164843.94,687.43,330,14,Delayed,On-Time
10387,P826,Frozen Pizza,Automotive ,Alpha Traders,China Hub,03-24-2024,29-03-2024,05-04-2024,Sea,EUROPE,337,474.7,732.3,159973.9,1349.57,336,7,Returned,On-Time
10489,P375,Jacket,Food,Alpha Traders,China Hub,05-07-2024,08-07-2024,15-07-2024,Sea,Europe,114,406.67,734.58,46360.38,393.93,-10,-1,Delayed,Late
10458,P684,LED TV,Food,Vertex Distributors,USA Warehouse,09-10-2023,13-10-2023,21-10-2023,Express,EUROPE,373,191.69,$242.11,71500.37,1052.96,-16,14,Cancelled,On-Time
10202,P737,T-shirt,apparel,Vertex Distributors,China Hub,14-12-2023,16-12-2023,19-12-2023,Air,Europe,395,426.13,$698.56,168321.35,1550.88,111,-2,Shipped,On-Time
10379,P153,Smartphone,Furniture,Prime Wholesale,India DC,12-03-2023,15-03-2023,23-03-2023,Express,North America,404,181.16,$305.19,73188.64,1390.59,625,15,Cancelled,Late
10196,P249,Dining Table,Food,Delta Exporters,Brazil Hub,26-03-2023,30-03-2023,12-04-2023,Truck,EUROPE,2,33.81,38.91,67.62,118.49,251,8,Returned,On-Time
10107,P840,Smartphone,apparel,NextGen Supplies, China Hub,09-11-2024,15-09-2024,20-09-2024,Sea,EUROPE,494,205,$329.99,101270,722.3,804,20,Returned,On-Time
10250,P341,Headphones,Electronics,Alpha Traders, China Hub,15-03-2024,21-03-2024,31-03-2024,Truck,North America,437,302.36,426.52,132131.32,668.83,783,3,Shipped,Late
10238,P906,Chocolate,Electronics,NextGen Supplies,Brazil Hub,09-16-2023,23-09-2023,01-10-2023,Express,EUROPE,357,374.48,$458.25,133689.36,1617.61,102,20,Returned,Late
10141,P733,Headphones,Furniture,Delta Exporters,USA Warehouse,01-11-2024,,,Sea,EUROPE,159,147.41,283.13 USD,23438.19,1041.55,-27,5,Cancelled,Late
10023,P353,Engine Oil,Electronics,Delta Exporters,India DC,24-05-2023,,,Express,South America,438,435.46,625.69,190731.48,370.16,563,-3,Shipped,On-Time
10127,P715,Dining Table,Electronics ,Delta Exporters,USA warehouse,15-09-2023,18-09-2023,28-09-2023,Truck, north america,41,71.12,$103.92,2915.92,108.52,931,20,Shipped,On-Time
10272,P543,Dining Table,apparel,Global Tech Ltd,Germany Warehouse,20-01-2024,27-01-2024,11-02-2024,Truck,Europe,422,385.09,$444.55,162507.98,1505.52,779,1,Shipped,On-Time
10069,P453,Smartphone,Automotive,NextGen Supplies,USA Warehouse,25-10-2024,26-10-2024,29-10-2024,Air,Asia,361,478.74,725.1 USD,172825.14,1748.08,-10,4,Shipped,On-Time
10433,P336,Sneakers,Electronics,NextGen Supplies, China Hub,02-03-2024,,,Air,South America,183,89.58,$178.03,16393.14,1396.28,934,20,Cancelled,Late
10351,P678,Engine Oil,Apparel,Prime Wholesale,Germany Warehouse,21-10-2023,28-10-2023,02-11-2023,Air,Asia,392,70.82,131.02,27761.44,1042.11,700,2,Delayed,Late
10325,P859,Laptop,Electronics ,Vertex Distributors,USA warehouse,26-02-2023,04-03-2023,11-03-2023,Truck,Europe,282,393.8,554.53,111051.6,255.9,302,-2,Shipped,On-Time
10369,P820,Engine Oil,Electronics ,Prime Wholesale,China Hub,08-26-2024,30-08-2024,10-09-2024,Express,North America,75,304,$602.69,22800,669.96,-21,18,Cancelled,On-Time
10396,P755,Brake Pads,Apparel,Vertex Distributors,Brazil Hub,28-04-2024,03-05-2024,07-05-2024,Air,Europe,412,320.56,$504.12,132070.72,240.77,495,2,Cancelled,Late
10350,P552,Tablet,Electronics ,Global Tech Ltd,India DC,07-04-2024,,,Express, north america,153,178.17,289.11,27260.01,1497.92,270,18,Shipped,Late
10459,P547,Car Battery,Apparel,Prime Wholesale,India DC,11-03-2023,16-03-2023,30-03-2023,Sea,Europe,200,102.45,159.43 USD,20490,1510.82,207,4,Delayed,On-Time
10409,P773,Office Chair,Automotive,Orion Manufacturing,Brazil Hub,30-10-2024,04-11-2024,18-11-2024,Sea,EUROPE,86,39.01,72.27,3354.86,1689.24,149,7,Delayed,On-Time
10177,P605,Office Chair,electronics,Alpha Traders,India DC,18-09-2024,22-09-2024,02-10-2024,Air,South America,33,408.55,628.08,13482.15,1972.32,766,12,Shipped,On-Time
10095,P287,Office Chair,Food,Delta Exporters,India DC,11-27-2023,,,Air,North America,218,25.38,36.55 USD,5532.84,386.78,840,17,Cancelled,On-Time
10210,P986,Frozen Pizza,Electronics,Alpha Traders, China Hub,11-07-2023,13-07-2023,16-07-2023,Express,EUROPE,207,98.02,133.02 USD,20290.14,533.67,859,9,Delayed,On-Time
10007,P448,LED TV,Automotive ,Delta Exporters,China Hub,11-04-2023,,,Truck,North America,475,97.67,126.7,46393.25,1767.3,492,15,Cancelled,Late
10240,P352,Headphones,Electronics,Prime Wholesale,Germany Warehouse,30-04-2024,02-05-2024,15-05-2024,Air,North America,224,252.65,295.25,56593.6,1458.6,489,3,Returned,On-Time
10270,P539,Frozen Pizza,Automotive,Orion Manufacturing,USA warehouse,02-12-2023,03-12-2023,14-12-2023,Express,Asia,154,83.5,126.78 USD,12859,743.41,957,-1,Returned,Late
10395,P295,Laptop,Automotive ,NextGen Supplies,Brazil Hub,30-08-2023,06-09-2023,18-09-2023,Truck,EUROPE,342,228.75,$375.8,78232.5,306.15,220,-2,Cancelled,Late
10213,P819,Frozen Pizza,Electronics ,Alpha Traders, China Hub,04-10-2024,07-10-2024,21-10-2024,Truck, north america,496,428.52,525.55 USD,212545.92,1054,236,-1,Cancelled,On-Time
10361,P601,Brake Pads,Food,Global Tech Ltd,USA warehouse,07-11-2023,14-07-2023,29-07-2023,Sea,South America,85,316.02,515.01,26861.7,133.1,607,3,Returned,Late
10261,P692,T-shirt,Food,Global Tech Ltd,Brazil Hub,26-11-2023,02-12-2023,14-12-2023,Air,Europe,262,472.2,858.02 USD,123716.4,1985.25,738,20,Delayed,On-Time
10012,P557,T-shirt,electronics,Global Tech Ltd,Brazil Hub,08-10-2024,,,Express,Europe,271,343.96,379.01 USD,93213.16,212.16,548,13,Cancelled,On-Time
10011,P986,LED TV,Furniture,Orion Manufacturing,Germany Warehouse,10-04-2024,06-10-2024,12-10-2024,Sea,Asia,305,252.17,$469.94,76911.85,22.02,149,18,Shipped,On-Time
10408,P760,Tablet,electronics,Delta Exporters,China Hub,27-02-2024,05-03-2024,12-03-2024,Express,Europe,292,68.58,$114.02,20025.36,322.77,761,19,Shipped,Late
10218,P917,Dining Table,Food,Alpha Traders,USA warehouse,15-06-2023,21-06-2023,06-07-2023,Sea,North America,50,52.13,71.34 USD,2606.5,1713.1,428,2,Returned,Late
10218,P560,T-shirt,Automotive ,Alpha Traders,Brazil Hub,10-18-2023,19-10-2023,24-10-2023,Air,North America,207,252.94,306.85,52358.58,817.77,796,15,Cancelled,Late
10176,P943,Engine Oil,Electronics,NextGen Supplies,China Hub,04-06-2024,11-04-2024,20-04-2024,Sea,North America,272,493.06,832.85,134112.32,580.2,980,8,Cancelled,Late
10220,P303,Office Chair,Apparel,Global Tech Ltd,China Hub,05-23-2024,30-05-2024,02-06-2024,Sea,Europe,220,444.86,$689.69,97869.2,1891.44,666,0,Delayed,On-Time
10365,P727,T-shirt,Automotive ,Vertex Distributors,USA warehouse,01-14-2023,20-01-2023,25-01-2023,Sea,EUROPE,258,406.33,693.74,104833.14,275.3,785,18,Shipped,On-Time
10276,P795,Chocolate,Electronics ,Prime Wholesale,USA Warehouse,10-09-2024,13-10-2024,21-10-2024,Truck,EUROPE,315,467.98,645.3,147413.7,1113.32,404,10,Returned,On-Time
10179,P721,Car Battery,electronics,NextGen Supplies,USA Warehouse,06-04-2024,06-06-2024,09-06-2024,Express, north america,459,244.17,$414.58,112074.03,832.74,656,4,Cancelled,On-Time
10481,P875,Office Chair,Electronics,Vertex Distributors,China Hub,01-10-2023,02-10-2023,12-10-2023,Air,Europe,375,318.09,586.21,119283.75,43.54,99,1,Cancelled,On-Time
10380,P830,Chocolate,Food,NextGen Supplies,China Hub,07-30-2024,06-08-2024,11-08-2024,Express,South America,287,202.15,398.66 USD,58017.05,57.06,721,8,Returned,Late
10427,P868,Sneakers,Electronics ,Prime Wholesale,Germany Warehouse,10-06-2023,14-06-2023,21-06-2023,Sea,Europe,457,115.8,210.84,52920.6,289.47,-17,4,Delayed,On-Time
10230,P243,Jacket,Automotive,Global Tech Ltd,India DC,08-09-2023,12-08-2023,20-08-2023,Express,Asia,122,107.81,176.25,13152.82,1185.24,-21,6,Shipped,Late
10183,P515,T-shirt,Automotive,NextGen Supplies,USA Warehouse,12-29-2023,30-12-2023,10-01-2024,Express,Asia,364,210.12,244.54,76483.68,539.59,297,-1,Cancelled,On-Time
10283,P993,Dining Table,Electronics,NextGen Supplies,USA warehouse,11-04-2023,,,Air, north america,483,194.42,$287.37,93904.86,640.21,736,6,Cancelled,Late
10014,P304,Frozen Pizza,Automotive,Orion Manufacturing,Brazil Hub,23-01-2023,29-01-2023,31-01-2023,Sea,Asia,117,421.57,$767.62,49323.69,1136.91,709,6,Cancelled,Late
10096,P199,Chocolate,Food,Alpha Traders,China Hub,31-10-2024,02-11-2024,04-11-2024,Sea, north america,243,294.58,553.22,71582.94,1723.65,598,7,Returned,On-Time
10260,P847,T-shirt,electronics,Vertex Distributors,Germany Warehouse,12-07-2024,14-07-2024,29-07-2024,Express,Asia,227,349.88,589.42,79422.76,563.36,55,8,Shipped,Late
10125,P540,Dining Table,electronics,NextGen Supplies,Germany Warehouse,14-09-2024,18-09-2024,24-09-2024,Express,Asia,362,123.69,144.02 USD,44775.78,93.54,549,-1,Cancelled,On-Time
10323,P945,Dining Table,Furniture,NextGen Supplies,USA Warehouse,25-08-2024,,,Express,Europe,475,301.81,515.47,143359.75,1784.91,396,4,Shipped,On-Time
10098,P493,Jacket,Automotive ,Vertex Distributors,USA Warehouse,19-02-2023,23-02-2023,08-03-2023,Air, north america,134,34.12,52.72,4572.08,924.03,905,10,Returned,Late
10267,P647,Office Chair,Apparel,NextGen Supplies, China Hub,12-03-2023,17-03-2023,22-03-2023,Truck,Europe,385,309.58,549.9,119188.3,1264.02,715,19,Cancelled,On-Time
10011,P374,Laptop,Electronics ,Delta Exporters,USA Warehouse,17-09-2023,19-09-2023,22-09-2023,Sea, north america,236,449.42,$727.54,106063.12,1713.82,679,10,Cancelled,On-Time
10202,P293,Tablet,Furniture,Delta Exporters, China Hub,11-09-2024,11-11-2024,26-11-2024,Express,EUROPE,323,435.95,521.05 USD,140811.85,1653.6,109,-2,Returned,Late
